162.158.175.6 - - [22/Aug/2024:01:24:16 +0300] "GET /proekt-karkasnogo-doma-sdt-aeroport/ HTTP/1.0" 200 60260 "-" "Mozilla/5.0 (Linux; Android 6.0.1; Nexus 5X Build/MMB29P) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.6533.119 Mobile Safari/537.36 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
172.68.183.7 - - [22/Aug/2024:01:43:47 +0300] "POST /antibot9/8.php HTTP/1.0" 200 7 "https://dpk-stroy.ru/" "Mozilla/5.0 (compatible; YandexRenderResourcesBot/1.0; +http://yandex.com/bots) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0"
172.71.184.190 - - [22/Aug/2024:01:43:53 +0300] "GET / HTTP/1.0" 200 72578 "-" "Mozilla/5.0 (Linux; Android 13; moto g(50) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.6478.72 Mobile Safari/537.36 YandexSearch/7.80 YaSearchBrowser/23.12.1"
172.71.184.190 - - [22/Aug/2024:01:43:53 +0300] "POST /antibot9/8.php HTTP/1.0" 200 7 "https://dpk-stroy.ru/" "Mozilla/5.0 (Linux; Android 13; moto g(50) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.6478.72 Mobile Safari/537.36 YandexSearch/7.80 YaSearchBrowser/23.12.1"
162.158.182.175 - - [22/Aug/2024:01:45:59 +0300] "GET / HTTP/1.0" 200 72578 "-" "Mozilla/5.0 (Linux; Android 14; note 20 pro) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.5993.65 Mobile Safari/537.36 YaApp_Android/22.116.1 YaSearchBrowser/9.20"
162.158.182.175 - - [22/Aug/2024:01:45:59 +0300] "POST /antibot9/8.php HTTP/1.0" 200 7 "https://dpk-stroy.ru/" "Mozilla/5.0 (Linux; Android 14; note 20 pro) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.5993.65 Mobile Safari/537.36 YaApp_Android/22.116.1 YaSearchBrowser/9.20"
172.69.33.221 - - [22/Aug/2024:01:46:13 +0300] "GET /wp-content/uploads/2023/09/floor_plan.png HTTP/2.0" 200 131222 "-" "Mozilla/5.0 (Linux; Android 5.0) AppleWebKit/537.36 (KHTML, like Gecko) Mobile Safari/537.36 (compatible; Bytespider; spider-feedback@bytedance.com)"
162.158.183.48 - - [22/Aug/2024:01:46:44 +0300] "GET / HTTP/1.0" 200 72578 "-" "Mozilla/5.0 (Linux; Android 14; ai2202) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.6533.84 Mobile Safari/537.36 YaApp_Android/23.12.1 YaSearchBrowser/9.20"
162.158.183.48 - - [22/Aug/2024:01:46:44 +0300] "POST /antibot9/8.php HTTP/1.0" 200 7 "https://dpk-stroy.ru/" "Mozilla/5.0 (Linux; Android 14; ai2202) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.6533.84 Mobile Safari/537.36 YaApp_Android/23.12.1 YaSearchBrowser/9.20"
162.158.183.245 - - [22/Aug/2024:01:48:27 +0300] "GET / HTTP/1.0" 200 72578 "-" "Mozilla/5.0 (Linux; Android 11; rmx3286) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.6533.84 Mobile Safari/537.36 YaApp_Android/9.85 YaSearchBrowser/9.85"
162.158.183.245 - - [22/Aug/2024:01:48:28 +0300] "POST /antibot9/8.php HTTP/1.0" 200 7 "https://dpk-stroy.ru/" "Mozilla/5.0 (Linux; Android 11; rmx3286) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.6533.84 Mobile Safari/537.36 YaApp_Android/9.85 YaSearchBrowser/9.85"
172.71.167.73 - - [22/Aug/2024:01:52:46 +0300] "GET /wp-content/uploads/2023/09/6lucky.jpg HTTP/2.0" 200 283516 "-" "Googlebot-Image/1.0"
172.68.10.107 - - [22/Aug/2024:01:53:22 +0300] "GET / HTTP/1.0" 200 72578 "-" "Mozilla/5.0 (Linux; Android 14; s59pro) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.6422.164 Mobile Safari/537.36 YandexSearch/7.80 YaSearchBrowser/23.12.1"
172.68.10.107 - - [22/Aug/2024:01:53:22 +0300] "POST /antibot9/8.php HTTP/1.0" 200 7 "https://dpk-stroy.ru/" "Mozilla/5.0 (Linux; Android 14; s59pro) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.6422.164 Mobile Safari/537.36 YandexSearch/7.80 YaSearchBrowser/23.12.1"
172.68.183.8 - - [22/Aug/2024:01:56:27 +0300] "GET / HTTP/1.0" 200 72578 "-" "Mozilla/5.0 (Linux; Android 13; huawei cun-u29) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.6261.65 Mobile Safari/537.36"
172.68.183.8 - - [22/Aug/2024:01:56:28 +0300] "POST /antibot9/8.php HTTP/1.0" 200 7 "https://dpk-stroy.ru/" "Mozilla/5.0 (Linux; Android 13; huawei cun-u29) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.6261.65 Mobile Safari/537.36"
162.158.183.228 - - [22/Aug/2024:01:57:07 +0300] "GET / HTTP/1.0" 200 72578 "-" "Mozilla/5.0 (Windows NT 10.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.6099.217 Safari/537.36"
162.158.183.228 - - [22/Aug/2024:01:57:08 +0300] "POST /antibot9/8.php HTTP/1.0" 200 7 "https://dpk-stroy.ru/" "Mozilla/5.0 (Windows NT 10.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.6099.217 Safari/537.36"
162.158.182.62 - - [22/Aug/2024:01:57:24 +0300] "GET / HTTP/1.0" 200 72578 "-" "Mozilla/5.0 (Windows NT 10.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.5563.65 Safari/537.36"
162.158.182.62 - - [22/Aug/2024:01:57:25 +0300] "POST /antibot9/8.php HTTP/1.0" 200 7 "https://dpk-stroy.ru/" "Mozilla/5.0 (Windows NT 10.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.5563.65 Safari/537.36"
172.70.142.248 - - [22/Aug/2024:02:00:54 +0300] "GET / HTTP/1.1" 301 173 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36"
162.158.189.251 - - [22/Aug/2024:02:00:55 +0300] "GET / HTTP/1.0" 200 72578 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36"
172.71.184.187 - - [22/Aug/2024:02:00:56 +0300] "POST /wp-cron.php?doing_wp_cron=1724281256.0149428844451904296875 HTTP/1.0" 200 - "-" "WordPress/6.6.1; https://dpk-stroy.ru"
162.158.189.251 - - [22/Aug/2024:02:00:58 +0300] "GET /wp-includes/wlwmanifest.xml HTTP/1.0" 404 69453 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36"
162.158.189.251 - - [22/Aug/2024:02:00:59 +0300] "GET /xmlrpc.php?rsd HTTP/2.0" 499 0 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36"
162.158.189.251 - - [22/Aug/2024:02:01:00 +0300] "GET / HTTP/1.0" 200 72578 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36"
162.158.189.251 - - [22/Aug/2024:02:01:01 +0300] "GET /?author=1 HTTP/1.0" 301 - "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36"
162.158.189.251 - - [22/Aug/2024:02:01:01 +0300] "GET /?author=2 HTTP/1.0" 301 - "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36"
162.158.189.251 - - [22/Aug/2024:02:01:02 +0300] "GET /wp-json/wp/v2/users/ HTTP/1.0" 200 29476 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36"
162.158.189.251 - - [22/Aug/2024:02:01:03 +0300] "GET /wp-json/oembed/1.0/embed?url=https://dpk-stroy.ru:443/ HTTP/1.0" 404 73 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36"
162.158.189.251 - - [22/Aug/2024:02:01:03 +0300] "POST /xmlrpc.php HTTP/2.0" 499 0 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36"
162.158.189.251 - - [22/Aug/2024:02:01:04 +0300] "POST /xmlrpc.php HTTP/2.0" 499 0 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36"
162.158.183.245 - - [22/Aug/2024:02:01:26 +0300] "GET / HTTP/1.0" 200 72578 "-" "Mozilla/5.0 (Linux; Android 13; pixel 2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.6367.113 Mobile Safari/537.36"
162.158.183.245 - - [22/Aug/2024:02:01:27 +0300] "POST /antibot9/8.php HTTP/1.0" 200 7 "https://dpk-stroy.ru/" "Mozilla/5.0 (Linux; Android 13; pixel 2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.6367.113 Mobile Safari/537.36"
172.68.26.119 - - [22/Aug/2024:02:02:22 +0300] "GET / HTTP/1.0" 200 72578 "-" "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
172.71.167.197 - - [22/Aug/2024:02:02:25 +0300] "POST /antibot9/8.php HTTP/1.0" 200 7 "https://dpk-stroy.ru/" "Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; Googlebot/2.1; +http://www.google.com/bot.html) Chrome/127.0.6533.99 Safari/537.36"
172.71.198.183 - - [22/Aug/2024:02:04:10 +0300] "GET /wp-admin/css/ HTTP/1.1" 301 173 "binance.com" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/90.0.4430.85 Safari/537.36"
172.69.178.247 - - [22/Aug/2024:02:04:16 +0300] "GET /wp-admin/css/ HTTP/1.0" 403 314101 "binance.com" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/90.0.4430.85 Safari/537.36"
172.70.142.115 - - [22/Aug/2024:02:05:41 +0300] "GET /rozhdestveno/ HTTP/1.0" 200 58185 "-" "Mozilla/5.0 (compatible; Bytespider; spider-feedback@bytedance.com) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.0.0 Safari/537.36"
172.70.142.115 - - [22/Aug/2024:02:05:42 +0300] "GET /rozhdestveno/ HTTP/1.0" 200 58185 "https://dpk-stroy.ru/rozhdestveno/" "Mozilla/5.0 (compatible; Bytespider; spider-feedback@bytedance.com) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.0.0 Safari/537.36"
162.158.182.63 - - [22/Aug/2024:02:10:58 +0300] "GET / HTTP/1.0" 200 72578 "-" "Mozilla/5.0 (Linux; arm_64; Android 11; ai2201_f) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.6261.105 Mobile Safari/537.36 YaApp_Android/23.12.1 YaSearchBrowser/10.44"
162.158.182.63 - - [22/Aug/2024:02:10:59 +0300] "POST /antibot9/8.php HTTP/1.0" 200 7 "https://dpk-stroy.ru/" "Mozilla/5.0 (Linux; arm_64; Android 11; ai2201_f) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.6261.105 Mobile Safari/537.36 YaApp_Android/23.12.1 YaSearchBrowser/10.44"
172.69.50.200 - - [22/Aug/2024:02:11:35 +0300] "GET / HTTP/1.0" 200 72578 "-" "Mozilla/5.0 (Linux; Android 10; tecno lg7n) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.6367.113 Mobile Safari/537.36"
172.69.50.200 - - [22/Aug/2024:02:11:35 +0300] "POST /antibot9/8.php HTTP/1.0" 200 7 "https://dpk-stroy.ru/" "Mozilla/5.0 (Linux; Android 10; tecno lg7n) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.6367.113 Mobile Safari/537.36"
172.68.10.15 - - [22/Aug/2024:02:13:46 +0300] "GET / HTTP/1.0" 200 72578 "-" "Mozilla/5.0 (Linux; Android 10; t507u) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.6478.122 Mobile Safari/537.36"
172.71.184.186 - - [22/Aug/2024:02:13:46 +0300] "POST /wp-cron.php?doing_wp_cron=1724282026.3887970447540283203125 HTTP/1.0" 200 - "-" "WordPress/6.6.1; https://dpk-stroy.ru"
172.68.10.15 - - [22/Aug/2024:02:13:47 +0300] "POST /antibot9/8.php HTTP/1.0" 200 7 "https://dpk-stroy.ru/" "Mozilla/5.0 (Linux; Android 10; t507u) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.6478.122 Mobile Safari/537.36"
162.158.183.76 - - [22/Aug/2024:02:14:30 +0300] "GET / HTTP/1.0" 200 72578 "-" "Mozilla/5.0 (Linux; Android 13; moto g22) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.6533.103 Mobile Safari/537.36 YaApp_Android/23.12.1 YaSearchBrowser/23.12.1"
